# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
126713 2457531.13672 3839 0.0588 2.8268176733e+05 -1.1578359293e+03 1.7235784122e+03 3.3150116307e-01 -7.1699701576e+00 -6.9764898491e-02 -1.6505279435e+05 1.6285406002e+03 1.1959732927e+03 -3.4221425137e+00 -1.2528148660e+00 -4.0933695045e-01
126714 2457531.15715 3465 0.0589 2.8287495856e+05 -1.1594071718e+03 1.7222601685e+03 3.3467119437e-01 -7.1650837479e+00 -6.9810837648e-02 -1.6449550787e+05 1.6243309885e+03 1.1952624567e+03 -3.4142153605e+00 -1.2505561778e+00 -4.1114161246e-01
126715 2457531.17759 2747 0.0596 2.8234519925e+05 -1.1555769614e+03 1.7212631115e+03 3.2774527417e-01 -7.1615152631e+00 -7.0379622996e-02 -1.6444773550e+05 1.6239712651e+03 1.1952434654e+03 -3.4135701566e+00 -1.2510999743e+00 -4.1410693257e-01
126716 2457531.19802 3247 0.0562 2.8352043150e+05 -1.1639871122e+03 1.7242668635e+03 3.4283434072e-01 -7.1714751157e+00 -6.4865656134e-02 -1.6508567523e+05 1.6287916723e+03 1.1960724015e+03 -3.4226707415e+00 -1.2541216656e+00 -4.1381836787e-01
126717 2457531.21846 3499 0.0586 2.8314422673e+05 -1.1616645046e+03 1.7198399606e+03 3.3932550451e-01 -7.1563799683e+00 -7.1173759191e-02 -1.6534683186e+05 1.6308345767e+03 1.1970738297e+03 -3.4267053683e+00 -1.2587757935e+00 -4.1822650999e-01
126718 2457531.23890 3682 0.0592 2.8267330948e+05 -1.1577984988e+03 1.7233030019e+03 3.3147653645e-01 -7.1689998799e+00 -7.0117106541e-02 -1.6498101223e+05 1.6281792369e+03 1.1976443902e+03 -3.4218579100e+00 -1.2603099432e+00 -4.1552430200e-01
126719 2457531.25928 3278 0.0581 2.8216541179e+05 -1.1538336697e+03 1.7252343523e+03 3.2370947976e-01 -7.1770898426e+00 -7.4549066662e-02 -1.6465532410e+05 1.6251101819e+03 1.1914781103e+03 -3.4150105444e+00 -1.2384803144e+00 -4.2042095296e-01
126720 2457531.27977 3222 0.0581 2.8265538778e+05 -1.1575713711e+03 1.7241770404e+03 3.3093378906e-01 -7.1712354925e+00 -6.5368171841e-02 -1.6472918955e+05 1.6259566732e+03 1.1942841898e+03 -3.4172026201e+00 -1.2502069918e+00 -4.2676670856e-01
126721 2457531.30014 345 0.0547 2.9880861271e+05 -1.2849979422e+03 1.6517946076e+03 5.8163636555e-01 -6.8971246234e+00 -3.8136418059e-02 -2.5350861492e+05 2.3012666834e+03 1.3569856648e+03 -4.7011418988e+00 -1.8640307918e+00 -4.7789154257e-01
126722 2457531.32064 3576 0.0607 2.8241555590e+05 -1.1560753815e+03 1.7215169942e+03 3.2865569715e-01 -7.1619305144e+00 -6.8149693999e-02 -1.6517083061e+05 1.6292713740e+03 1.1947238376e+03 -3.4233236633e+00 -1.2499756322e+00 -4.1790711092e-01
126723 2457531.34107 3730 0.0599 2.8244777652e+05 -1.1563607226e+03 1.7210738965e+03 3.2923587346e-01 -7.1609489086e+00 -7.1304045208e-02 -1.6503861761e+05 1.6281748558e+03 1.1936508208e+03 -3.4211216658e+00 -1.2468703284e+00 -4.2205183202e-01
126724 2457531.36151 3641 0.0586 2.8298903531e+05 -1.1603288245e+03 1.7215002149e+03 3.3654210162e-01 -7.1618845775e+00 -6.8304859883e-02 -1.6480811456e+05 1.6264872771e+03 1.1938805956e+03 -3.4180316498e+00 -1.2476983024e+00 -4.2198769208e-01
126725 2457531.38190 3010 0.0587 2.8161598273e+05 -1.1499537087e+03 1.7233694160e+03 3.1689380514e-01 -7.1698707738e+00 -7.3297479502e-02 -1.6519471288e+05 1.6291484677e+03 1.1919844546e+03 -3.4225535361e+00 -1.2400670057e+00 -4.1902802025e-01
126726 2457531.40233 3204 0.0593 2.8104260758e+05 -1.1459328347e+03 1.7211561154e+03 3.0985887425e-01 -7.1618346578e+00 -7.4110999175e-02 -1.6480205217e+05 1.6256232239e+03 1.1861507190e+03 -3.4149596903e+00 -1.2199404413e+00 -4.2620556021e-01
126727 2457531.42282 3324 0.0592 2.8292887737e+05 -1.1595699114e+03 1.7244074411e+03 3.3459333407e-01 -7.1719438044e+00 -6.4951368654e-02 -1.6476366011e+05 1.6263587005e+03 1.1958207837e+03 -3.4181930080e+00 -1.2553999027e+00 -4.2439964349e-01
126728 2457531.44325 3286 0.0594 2.8331675161e+05 -1.1627700683e+03 1.7213803267e+03 3.4106230522e-01 -7.1619454393e+00 -7.0821044286e-02 -1.6467825260e+05 1.6255524836e+03 1.1942087317e+03 -3.4164059623e+00 -1.2499558938e+00 -4.2693895851e-01
126729 2457531.46364 3321 0.0588 2.8204380566e+05 -1.1533256452e+03 1.7214476290e+03 3.2340842433e-01 -7.1647812450e+00 -8.3104105971e-02 -1.6490513908e+05 1.6268452904e+03 1.1905244658e+03 -3.4180362873e+00 -1.2354603259e+00 -4.2296950422e-01
126730 2457531.48412 3028 0.0574 2.8524513316e+05 -1.1772511102e+03 1.7198320808e+03 3.6836896012e-01 -7.1538534912e+00 -5.9746875803e-02 -1.6515014257e+05 1.6296054875e+03 1.1994101986e+03 -3.4248287263e+00 -1.2669998138e+00 -4.1624773081e-01
126731 2457531.50456 3750 0.0600 2.8295507706e+05 -1.1601355630e+03 1.7209369044e+03 3.3624813880e-01 -7.1606485448e+00 -7.2489291471e-02 -1.6506447877e+05 1.6284887914e+03 1.1949170739e+03 -3.4219783406e+00 -1.2524888348e+00 -4.2651538995e-01
126732 2457531.52499 3279 0.0592 2.8375265388e+05 -1.1662155490e+03 1.7194035676e+03 3.4778501120e-01 -7.1557515264e+00 -7.6227400847e-02 -1.6496336393e+05 1.6278049717e+03 1.1955269643e+03 -3.4208674448e+00 -1.2553966380e+00 -4.2954857783e-01
126733 2457531.54538 2373 0.0587 2.8357864580e+05 -1.1649569307e+03 1.7191203527e+03 3.4547839797e-01 -7.1553227225e+00 -7.9231385764e-02 -1.6393960731e+05 1.6193012670e+03 1.1868843347e+03 -3.4035380620e+00 -1.2257460226e+00 -4.4090719616e-01
126734 2457531.56586 3344 0.0592 2.8317875796e+05 -1.1617864527e+03 1.7210199528e+03 3.3930848411e-01 -7.1606885274e+00 -7.1245661664e-02 -1.6484695594e+05 1.6268174710e+03 1.1943853229e+03 -3.4187915172e+00 -1.2508947196e+00 -4.2833374471e-01
126735 2457531.58630 3390 0.0602 2.8300505728e+05 -1.1604150095e+03 1.7217869134e+03 3.3658358621e-01 -7.1640676713e+00 -7.3821149116e-02 -1.6489873453e+05 1.6273247009e+03 1.1955449968e+03 -3.4198966860e+00 -1.2539783297e+00 -4.2253101220e-01
126736 2457531.60674 3063 0.0602 2.8294269003e+05 -1.1600853971e+03 1.7204759200e+03 3.3620001844e-01 -7.1595583560e+00 -7.5466967501e-02 -1.6477049334e+05 1.6262287588e+03 1.1941992204e+03 -3.4176335684e+00 -1.2496979809e+00 -4.2590277386e-01
126737 2457531.62717 3514 0.0594 2.8272942084e+05 -1.1582852228e+03 1.7225504090e+03 3.3248039226e-01 -7.1668205111e+00 -7.3484215942e-02 -1.6509780406e+05 1.6286085667e+03 1.1937162510e+03 -3.4220783114e+00 -1.2502061990e+00 -4.3685278618e-01
126738 2457531.64761 3326 0.0587 2.8326088846e+05 -1.1625496646e+03 1.7195078137e+03 3.4100363243e-01 -7.1551962449e+00 -7.1868825825e-02 -1.6506474220e+05 1.6284211950e+03 1.1942963437e+03 -3.4217338653e+00 -1.2503701847e+00 -4.2739211037e-01
126739 2457531.66804 2951 0.0581 2.8376524716e+05 -1.1661795472e+03 1.7205931893e+03 3.4753481998e-01 -7.1591042559e+00 -7.1310649790e-02 -1.6463716402e+05 1.6255104753e+03 1.1968033601e+03 -3.4167346425e+00 -1.2580479202e+00 -4.1970512635e-01
126740 2457531.68848 3260 0.0592 2.8338433442e+05 -1.1632875308e+03 1.7212342786e+03 3.4209086284e-01 -7.1606896365e+00 -6.7614354136e-02 -1.6444880632e+05 1.6239983761e+03 1.1956673133e+03 -3.4136539259e+00 -1.2526352861e+00 -4.1404844505e-01
126741 2457531.70887 3157 0.0590 2.8208607466e+05 -1.1538492599e+03 1.7193893441e+03 3.2479617514e-01 -7.1566451764e+00 -8.0858942794e-02 -1.6496625879e+05 1.6270862005e+03 1.1885677364e+03 -3.4181818011e+00 -1.2299676814e+00 -4.3139365356e-01
126742 2457531.72935 3618 0.0599 2.8257283078e+05 -1.1573261854e+03 1.7206731532e+03 3.3106684291e-01 -7.1600635602e+00 -7.4504173049e-02 -1.6516946113e+05 1.6291590104e+03 1.1939471922e+03 -3.4230358033e+00 -1.2491957136e+00 -4.2800483260e-01
126743 2457531.74978 3457 0.0591 2.8319432276e+05 -1.1618949416e+03 1.7210604615e+03 3.3949560341e-01 -7.1608745755e+00 -7.1536763775e-02 -1.6440024130e+05 1.6234177856e+03 1.1936155125e+03 -3.4122922245e+00 -1.2473674159e+00 -4.2515286543e-01
126744 2457531.77022 3638 0.0592 2.8376479689e+05 -1.1662981883e+03 1.7194650508e+03 3.4793088157e-01 -7.1558824213e+00 -7.5953825162e-02 -1.6499075648e+05 1.6280956110e+03 1.1964140219e+03 -3.4215258309e+00 -1.2578742917e+00 -4.2572120292e-01
126745 2457531.79065 3484 0.0591 2.8310047069e+05 -1.1612975477e+03 1.7200985549e+03 3.3862288653e-01 -7.1563331300e+00 -6.6993354732e-02 -1.6489465051e+05 1.6272255741e+03 1.1949635977e+03 -3.4195501907e+00 -1.2511656085e+00 -4.1948730388e-01
