# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
132840 2457656.33604 43 0.1734 -1.1186112785e+05 1.2211583010e+03 1.4091974544e+03 -2.7080027049e+00 -1.9996098897e+00 -1.5107476943e-01 2.6936817817e+05 -1.1059850028e+03 1.4706392630e+03 2.7328570721e-01 -6.2655637245e+00 -1.8018558447e-01
132841 2457656.35647 43 0.1754 -1.1033258308e+05 1.2096222347e+03 1.4095188575e+03 -2.6860712099e+00 -1.9971379655e+00 -1.3062811119e-01 2.6945168685e+05 -1.1070041300e+03 1.4663705983e+03 2.7581492976e-01 -6.2522827882e+00 -1.9586240294e-01
132842 2457656.37690 42 0.1790 -1.0887724207e+05 1.1987503208e+03 1.4110381515e+03 -2.6655672704e+00 -1.9983677622e+00 -1.0556340043e-01 2.7015593882e+05 -1.1127617877e+03 1.4616657319e+03 2.8734922346e-01 -6.2381792576e+00 -2.1613794339e-01
132843 2457656.39733 43 0.1791 -1.0836415697e+05 1.1950139965e+03 1.4126113474e+03 -2.6586440236e+00 -2.0013807222e+00 -8.9220093028e-02 2.6957088860e+05 -1.1086072921e+03 1.4586520833e+03 2.7967898905e-01 -6.2339633373e+00 -2.5565040895e-01
132844 2457656.41777 42 0.1927 -6.1605291497e+04 8.5647760647e+02 1.5799140218e+03 -2.0460132179e+00 -2.6099776972e+00 4.2713811606e-02 2.8852363968e+05 -1.2457227710e+03 1.5275823357e+03 5.2730825910e-01 -6.4914169727e+00 -2.3815598773e-01
132845 2457656.43820 44 0.2029 -1.0728454905e+05 1.1869784158e+03 1.4140214081e+03 -2.6434776355e+00 -2.0018564235e+00 -6.2299826471e-02 2.6943700651e+05 -1.1077145084e+03 1.4572618954e+03 2.7775346306e-01 -6.2388898449e+00 -3.1151233263e-01
132846 2457656.45863 44 0.2056 -1.0805397178e+05 1.1928486500e+03 1.4144907732e+03 -2.6545590202e+00 -2.0010805577e+00 -4.8138160083e-02 2.6972497045e+05 -1.1102071552e+03 1.4537580846e+03 2.8286590198e-01 -6.2299481706e+00 -3.3521279574e-01
132847 2457656.47906 40 0.2458 -1.2610729274e+05 1.3238864531e+03 1.3510640766e+03 -2.8941728195e+00 -1.8106683361e+00 -3.1928283338e-01 2.5100535478e+05 -9.7734158322e+02 1.3544380539e+03 4.4730098837e-02 -5.9290562339e+00 -7.4631114327e-01
132849 2457656.51993 43 0.1712 -1.1676832417e+05 1.2587536965e+03 1.4143714640e+03 -2.7805559267e+00 -2.0315559657e+00 -2.1954857409e-01 2.6716058141e+05 -1.0883266312e+03 1.4811050549e+03 2.3826318539e-01 -6.3011469872e+00 -1.5861485081e-01
132850 2457656.54036 43 0.1718 -1.1403912487e+05 1.2379630774e+03 1.4128964623e+03 -2.7406983197e+00 -2.0201013492e+00 -1.8701527512e-01 2.6753364149e+05 -1.0914761589e+03 1.4775269194e+03 2.4476164621e-01 -6.2892872252e+00 -1.6769348822e-01
132851 2457656.56079 43 0.1733 -1.1183030340e+05 1.2211908682e+03 1.4122393929e+03 -2.7084859812e+00 -2.0093321510e+00 -1.4119959223e-01 2.6796000969e+05 -1.0951529698e+03 1.4725847817e+03 2.5245828612e-01 -6.2730180983e+00 -1.8095880400e-01
132852 2457656.58122 41 0.1766 -1.1105489417e+05 1.2162254809e+03 1.4221272444e+03 -2.7009745944e+00 -2.0505501152e+00 -1.6194117782e-01 2.7030843010e+05 -1.1146397830e+03 1.4537565972e+03 2.9266407900e-01 -6.1996792688e+00 -1.6929990021e-01
132853 2457656.60166 43 0.1777 -1.0815456190e+05 1.1934951136e+03 1.4135223517e+03 -2.6560451694e+00 -2.0081132744e+00 -1.0742280925e-01 2.6865015136e+05 -1.1014445443e+03 1.4608149001e+03 2.6609911920e-01 -6.2346968110e+00 -2.1488269065e-01
