# cadence BJD stars_used sigma X_0 X_x X_y X_xx X_xy X_yy Y_0 Y_x Y_y Y_xx Y_xy Y_yy
132851 2457656.56062 91 0.3250 2.4549622093e+05 -9.1380639190e+02 1.7696865921e+03 -1.5321326948e-01 -7.4549694521e+00 -3.1206093803e-01 -1.3606541130e+05 1.3672508035e+03 6.7805902897e+02 -2.8514379284e+00 5.7526232967e-01 -9.9214117745e-01
132852 2457656.58105 91 0.3270 2.4807307766e+05 -9.3372358481e+02 1.7674602285e+03 -1.1519346575e-01 -7.4544970184e+00 -3.4693280697e-01 -1.3489395129e+05 1.3574917401e+03 6.7084895278e+02 -2.8315462767e+00 5.9783758641e-01 -1.0131300065e+00
132853 2457656.60149 91 0.3264 2.4885196216e+05 -9.4108352450e+02 1.7550652980e+03 -9.8433017471e-02 -7.4068251050e+00 -3.4488769870e-01 -1.3585308569e+05 1.3650904941e+03 6.7331570236e+02 -2.8462262539e+00 5.9451673805e-01 -9.8662685733e-01
132854 2457656.62192 91 0.3255 2.5010772544e+05 -9.5129140490e+02 1.7494969343e+03 -7.8394983743e-02 -7.3965115653e+00 -3.9232532117e-01 -1.3605755004e+05 1.3677412185e+03 6.8274691616e+02 -2.8529614833e+00 5.6550606572e-01 -9.5638191990e-01
132855 2457656.64235 90 0.3240 2.5028735200e+05 -9.5145396481e+02 1.7601047717e+03 -7.9887327598e-02 -7.4281843919e+00 -3.5370259028e-01 -1.4092449327e+05 1.4081789832e+03 7.1190769456e+02 -2.9353972197e+00 4.7162585892e-01 -8.8096017887e-01
132856 2457656.66278 91 0.3289 2.4999406926e+05 -9.4861984786e+02 1.7653356741e+03 -8.6338039041e-02 -7.4464730758e+00 -3.4614785027e-01 -1.3682707388e+05 1.3767689546e+03 7.1034872775e+02 -2.8753162103e+00 4.7567449034e-01 -8.8889490384e-01
132857 2457656.68321 86 0.3343 2.4966996106e+05 -9.4593872372e+02 1.7671932377e+03 -9.1820490902e-02 -7.4530747957e+00 -3.4403497632e-01 -1.3756440994e+05 1.3786037798e+03 6.7721011336e+02 -2.8719697845e+00 5.9556497476e-01 -9.1657927608e-01
132858 2457656.70365 89 0.3543 2.4042037454e+05 -8.7210219085e+02 1.7960306561e+03 -2.3628841866e-01 -7.5176074780e+00 -1.4487084278e-01 -1.3883622655e+05 1.3937260472e+03 7.2504194426e+02 -2.9113044645e+00 4.1001572355e-01 -9.3170305065e-01
132859 2457656.72406 59 0.3821 2.2962987594e+05 -7.8910091571e+02 1.8031896564e+03 -3.9393191360e-01 -7.5101285936e+00 9.6256888077e-03 -1.2883354368e+05 1.3149187256e+03 7.0248655143e+02 -2.7645289033e+00 3.5068848146e-01 -1.5686851314e+00
132861 2457656.76494 85 0.3375 2.6538553533e+05 -1.0617474258e+03 1.8023685274e+03 1.2424658905e-01 -7.5356617969e+00 -1.2200778811e-01 -1.4872295175e+05 1.4722200651e+03 7.5254621148e+02 -3.0653622296e+00 3.3137889506e-01 -8.1671921169e-01
132862 2457656.78537 92 0.3451 2.5393825483e+05 -9.7704585824e+02 1.7794590776e+03 -3.3378390170e-02 -7.4673665017e+00 -2.0523095466e-01 -1.5386078708e+05 1.5073942787e+03 7.1776230256e+02 -3.1249010443e+00 4.6185397212e-01 -8.2651944181e-01
132863 2457656.80581 89 0.3556 2.5218458652e+05 -9.6447502391e+02 1.7724410501e+03 -5.5767738409e-02 -7.4396936610e+00 -2.0072293349e-01 -1.5063948348e+05 1.4814475589e+03 7.0583655617e+02 -3.0731373409e+00 5.0142554950e-01 -8.5238039414e-01
132864 2457656.82624 92 0.3538 2.4785816490e+05 -9.3098533803e+02 1.7768501807e+03 -1.2049502788e-01 -7.4552473820e+00 -1.9475774288e-01 -1.5242918080e+05 1.4939516477e+03 6.9572859336e+02 -3.0946866820e+00 5.4180892278e-01 -8.4456155201e-01
132865 2457656.84667 92 0.3574 2.4447811434e+05 -9.0536776378e+02 1.7754611033e+03 -1.6995939925e-01 -7.4660654786e+00 -2.6468663939e-01 -1.5028339229e+05 1.4747568753e+03 6.7028794589e+02 -3.0565723366e+00 5.7117103628e-01 -1.1394804480e+00
132866 2457656.86710 91 0.3458 2.4404915901e+05 -9.0241047043e+02 1.7728272988e+03 -1.7524089032e-01 -7.4602028985e+00 -2.8266828214e-01 -1.4005512637e+05 1.3935415953e+03 6.4248095877e+02 -2.8934674688e+00 7.1469162479e-01 -9.7530184023e-01
132867 2457656.88754 91 0.3434 2.4595141338e+05 -9.1716527179e+02 1.7707511928e+03 -1.4725423170e-01 -7.4630523799e+00 -3.2958371532e-01 -1.3906703300e+05 1.3856308216e+03 6.3911574085e+02 -2.8781261451e+00 7.1961687289e-01 -1.0095208472e+00
132868 2457656.90797 88 0.3380 2.4702518258e+05 -9.2608619538e+02 1.7644050439e+03 -1.2931122398e-01 -7.4468877910e+00 -3.6450239976e-01 -1.4755249697e+05 1.4540065461e+03 6.7081782836e+02 -3.0161688319e+00 5.8662437922e-01 -1.0621818717e+00
132869 2457656.92840 89 0.3424 2.4944471754e+05 -9.4702574761e+02 1.7427176047e+03 -8.4844427408e-02 -7.3676063071e+00 -3.7911230783e-01 -1.3968982452e+05 1.3900120617e+03 6.3577241095e+02 -2.8871006797e+00 7.0937356499e-01 -1.1093536941e+00
132870 2457656.94883 91 0.3408 2.5020904701e+05 -9.5181504370e+02 1.7517709095e+03 -7.7770113984e-02 -7.4033745019e+00 -3.8422315752e-01 -1.3711035885e+05 1.3730945989e+03 6.5965987265e+02 -2.8580806277e+00 6.5349054156e-01 -9.5577146968e-01
132871 2457656.96926 89 0.3428 2.5088186996e+05 -9.5608415316e+02 1.7593085915e+03 -7.0718095146e-02 -7.4223091664e+00 -3.4090833060e-01 -1.3929440472e+05 1.3915304907e+03 6.7519990346e+02 -2.8961991827e+00 6.0173297610e-01 -9.2261563041e-01
132873 2457657.01013 91 0.3431 2.4757590236e+05 -9.2906783207e+02 1.7747741999e+03 -1.2379247808e-01 -7.4488926309e+00 -2.0153074758e-01 -1.3600463820e+05 1.3661264963e+03 6.7250738639e+02 -2.8467340688e+00 6.1915397625e-01 -8.9289106628e-01
132874 2457657.03056 88 0.3476 2.4506259322e+05 -9.1044592697e+02 1.7700527001e+03 -1.5908723600e-01 -7.4453326221e+00 -2.6423348353e-01 -1.3501700574e+05 1.3577782870e+03 6.6517178283e+02 -2.8291497067e+00 6.4902824226e-01 -8.8479666715e-01
132875 2457657.05099 91 0.3495 2.4399197108e+05 -9.0220923651e+02 1.7707963702e+03 -1.7532492594e-01 -7.4550360736e+00 -2.9384357919e-01 -1.3292562192e+05 1.3400569078e+03 6.4983752233e+02 -2.7924929322e+00 6.9875897716e-01 -9.2235364049e-01
132876 2457657.07142 87 0.3528 2.5045166109e+05 -9.5409034031e+02 1.7480717032e+03 -7.1956670961e-02 -7.3777480284e+00 -3.3454135244e-01 -1.2947183337e+05 1.3103989014e+03 6.2064616493e+02 -2.7289136407e+00 8.2274126958e-01 -8.6565739973e-01
132877 2457657.09186 90 0.3484 2.4907859779e+05 -9.3757657432e+02 1.8003813057e+03 -1.1376327179e-01 -7.5565323137e+00 -2.4522841697e-01 -1.3739804548e+05 1.3677204971e+03 5.9389413732e+02 -2.8347553257e+00 8.8089016833e-01 -1.0569582442e+00
132878 2457657.11229 91 0.3500 2.4981715516e+05 -9.4995208613e+02 1.7419369366e+03 -7.9565162819e-02 -7.3726845254e+00 -4.1398362998e-01 -1.4005533060e+05 1.3942272665e+03 6.4794385600e+02 -2.8962292300e+00 6.9140396997e-01 -9.8530746431e-01
132879 2457657.13272 91 0.3499 2.5130537929e+05 -9.5908033302e+02 1.7613758682e+03 -6.5385238735e-02 -7.4290537616e+00 -3.3598964619e-01 -1.4114193576e+05 1.4034589088e+03 6.5639971273e+02 -2.9148718255e+00 6.7248728574e-01 -9.2687538247e-01
132880 2457657.15315 88 0.3539 2.4881183799e+05 -9.4046725159e+02 1.7580785278e+03 -1.0043429886e-01 -7.4221964232e+00 -3.6057253590e-01 -1.3112514382e+05 1.3337024053e+03 7.1354526532e+02 -2.7935132047e+00 4.7206351820e-01 -8.5140044021e-01
132881 2457657.17359 88 0.3600 2.5002764002e+05 -9.4915131196e+02 1.7629757159e+03 -8.5018319239e-02 -7.4412954285e+00 -3.6269382393e-01 -1.3940950293e+05 1.3904511229e+03 6.5824611400e+02 -2.8902613160e+00 6.6890707430e-01 -9.1189510389e-01
132882 2457657.19402 86 0.3667 2.4085934413e+05 -8.7562776294e+02 1.7943536009e+03 -2.2939720791e-01 -7.5141470644e+00 -1.5749641946e-01 -1.4293353405e+05 1.4166777813e+03 6.5257910059e+02 -2.9402136867e+00 6.6964208500e-01 -1.0037055579e+00
132883 2457657.21445 59 0.3892 2.2945491775e+05 -7.6829817041e+02 1.9707418285e+03 -4.6519813885e-01 -8.0542577936e+00 4.1687183620e-01 -1.7748151396e+05 1.6669414343e+03 5.3954861422e+02 -3.3951533526e+00 1.0487724749e+00 -1.2294650170e+00
132885 2457657.25531 85 0.2865 2.4901143224e+05 -9.4609242007e+02 1.7218776831e+03 -8.2567483125e-02 -7.2967601722e+00 -4.2005661207e-01 -1.6570996707e+05 1.5988049229e+03 7.2419970537e+02 -3.3074820623e+00 3.2675121466e-01 -1.3107549367e+00
132886 2457657.27575 89 0.2914 2.4862263122e+05 -9.4386775284e+02 1.7152914514e+03 -8.5212084787e-02 -7.2683590607e+00 -4.0539478307e-01 -1.6838954902e+05 1.6170727791e+03 7.0627759892e+02 -3.3367817449e+00 4.1934627278e-01 -1.2055055638e+00
132887 2457657.29618 89 0.2932 2.4683873768e+05 -9.3071108566e+02 1.7114458482e+03 -1.0894015913e-01 -7.2449054700e+00 -3.6686134594e-01 -1.6865104234e+05 1.6196387847e+03 7.1125851010e+02 -3.3427151673e+00 4.0125282609e-01 -1.2013885699e+00
132888 2457657.31661 89 0.3056 2.4804198393e+05 -9.3650893171e+02 1.7408593366e+03 -1.0271882161e-01 -7.3289608119e+00 -2.4405074371e-01 -1.6697360222e+05 1.6002434933e+03 6.5463064592e+02 -3.2930302895e+00 6.1956411792e-01 -1.1896344225e+00
132889 2457657.33704 88 0.3127 2.4706322311e+05 -9.3040626490e+02 1.7288228025e+03 -1.1230282702e-01 -7.2926019801e+00 -2.8570682047e-01 -1.6846521836e+05 1.6084049752e+03 6.2643736329e+02 -3.3028507433e+00 7.2044526086e-01 -1.2179339053e+00
132890 2457657.35747 90 0.3157 2.4722620929e+05 -9.2830316815e+02 1.7580039687e+03 -1.2215464242e-01 -7.3944914790e+00 -2.4467477942e-01 -1.6544704563e+05 1.5913131881e+03 6.7813605972e+02 -3.2810836437e+00 5.3162741675e-01 -1.1817585173e+00
132891 2457657.37791 89 0.3013 2.4436445273e+05 -9.0662692406e+02 1.7566420358e+03 -1.6341120436e-01 -7.3929994261e+00 -2.6073331744e-01 -1.6589422343e+05 1.5947859648e+03 6.7857429188e+02 -3.2885368386e+00 5.1750430817e-01 -1.2361145022e+00
132892 2457657.39834 87 0.3022 2.4091379857e+05 -8.8162040124e+02 1.7451327887e+03 -2.0886920472e-01 -7.3538423409e+00 -2.8078639657e-01 -1.6068554468e+05 1.5541772095e+03 6.7078160661e+02 -3.2090418623e+00 5.5382677634e-01 -1.2076002465e+00
132893 2457657.41877 85 0.3130 2.3541288982e+05 -8.3970657734e+02 1.7448681583e+03 -2.8868175725e-01 -7.3522689570e+00 -2.7784151273e-01 -1.6047215551e+05 1.5539537509e+03 6.8309694839e+02 -3.2118759457e+00 4.9680116211e-01 -1.2509940699e+00
132894 2457657.43920 90 0.3274 2.4310048885e+05 -8.9482827987e+02 1.7757373619e+03 -1.9007144245e-01 -7.4663210670e+00 -2.6120682258e-01 -1.5366620823e+05 1.4980187777e+03 6.4795948187e+02 -3.0988640865e+00 6.0785311899e-01 -1.3508122622e+00
132895 2457657.45964 91 0.3283 2.4163019515e+05 -8.8344388008e+02 1.7773454204e+03 -2.1241110521e-01 -7.4777577852e+00 -2.8399623235e-01 -1.5493729318e+05 1.5055201425e+03 6.2884743224e+02 -3.1098254795e+00 6.6622330423e-01 -1.4134851255e+00
132897 2457657.50050 90 0.3249 2.4930428733e+05 -9.4900839516e+02 1.7158346254e+03 -7.5650497293e-02 -7.2726717928e+00 -4.1515544849e-01 -1.5238707945e+05 1.4873464347e+03 6.3901215998e+02 -3.0768111786e+00 6.4106784933e-01 -1.3553297660e+00
132898 2457657.52093 89 0.3016 2.4768476476e+05 -9.3776487279e+02 1.7061382142e+03 -9.4699716281e-02 -7.2308654558e+00 -3.9391713660e-01 -1.6087140331e+05 1.5531119551e+03 6.4871629633e+02 -3.2031461638e+00 6.2282301293e-01 -1.2735550060e+00
132899 2457657.54136 89 0.3168 2.4999859499e+05 -9.5225692087e+02 1.7337265356e+03 -7.1265176600e-02 -7.3042819932e+00 -2.5491180928e-01 -1.6661815730e+05 1.5965211258e+03 6.4576908090e+02 -3.2841429972e+00 6.5119042859e-01 -1.1980031469e+00
132900 2457657.56180 89 0.3186 2.4829187927e+05 -9.3822661933e+02 1.7424421508e+03 -9.9781004201e-02 -7.3346354554e+00 -2.4246411651e-01 -1.6670643033e+05 1.5971024208e+03 6.4516905762e+02 -3.2849471164e+00 6.5569661805e-01 -1.1884605517e+00
132901 2457657.58223 89 0.3053 2.4718540055e+05 -9.2802838994e+02 1.7576838980e+03 -1.2251437726e-01 -7.3916335390e+00 -2.3758832450e-01 -1.6501195232e+05 1.5873744754e+03 6.7275820981e+02 -3.2721227132e+00 5.5682121969e-01 -1.1612912224e+00
132902 2457657.60266 89 0.3061 2.4303923366e+05 -8.9692085563e+02 1.7531020385e+03 -1.8148775558e-01 -7.3853249077e+00 -2.8603843375e-01 -1.7496909227e+05 1.6636476521e+03 6.7550897700e+02 -3.4215997580e+00 4.8675472092e-01 -1.4211348941e+00
132903 2457657.62309 89 0.3094 2.3913392727e+05 -8.6816904968e+02 1.7440664170e+03 -2.3397591426e-01 -7.3444000913e+00 -2.5712179874e-01 -1.6444850008e+05 1.5819153140e+03 6.6242133403e+02 -3.2611208474e+00 5.6788653858e-01 -1.2851512619e+00
132904 2457657.64352 89 0.3077 2.5325889697e+05 -9.6968681368e+02 1.7986854283e+03 -5.1139907687e-02 -7.5330682722e+00 -1.7068820877e-01 -1.6125560791e+05 1.5577981189e+03 6.6455282914e+02 -3.2189605780e+00 5.0103484766e-01 -1.5403864737e+00
132906 2457657.68439 88 0.3006 2.5437318453e+05 -9.7863888013e+02 1.7950047512e+03 -3.4850882333e-02 -7.5476329766e+00 -2.9481416867e-01 -1.6528288718e+05 1.5855077724e+03 6.3840055507e+02 -3.2695036621e+00 5.4101309467e-01 -1.7998033357e+00
132907 2457657.70482 89 0.3270 2.5949950500e+05 -1.0197738458e+03 1.7773255933e+03 4.6871352997e-02 -7.4905994221e+00 -3.4005677305e-01 -1.4667355024e+05 1.4433263569e+03 6.3614732167e+02 -2.9929186433e+00 6.3697484281e-01 -1.4188534542e+00
132909 2457657.74569 91 0.3251 2.5614688438e+05 -9.9733494399e+02 1.7496337709e+03 1.1982923728e-02 -7.3517497529e+00 -1.9732333671e-01 -1.6264921680e+05 1.5678267384e+03 6.5906876596e+02 -3.2317975902e+00 6.1141054294e-01 -1.1511862937e+00
132910 2457657.76612 90 0.3150 2.5672354904e+05 -9.9880775836e+02 1.7750707277e+03 9.6591380311e-03 -7.4410040155e+00 -1.6356668300e-01 -1.6112114021e+05 1.5591544769e+03 6.8500484407e+02 -3.2202717020e+00 5.2424776120e-01 -1.1002359188e+00
132911 2457657.78655 89 0.3147 2.5471332678e+05 -9.8288840959e+02 1.7800692469e+03 -2.2184295446e-02 -7.4665315106e+00 -1.9177376203e-01 -1.7316254534e+05 1.6466659651e+03 6.4775435403e+02 -3.3836289292e+00 5.8361870993e-01 -1.4601410016e+00
132912 2457657.80698 90 0.3171 2.5210487266e+05 -9.6368320450e+02 1.7739910080e+03 -5.7461531087e-02 -7.4427508959e+00 -1.8853033425e-01 -1.7758317115e+05 1.6820927214e+03 6.6244670645e+02 -3.4543860386e+00 5.2847000322e-01 -1.4566054214e+00
132913 2457657.82741 90 0.3191 2.4678281409e+05 -9.2223176285e+02 1.7816080387e+03 -1.3792812004e-01 -7.4680087785e+00 -1.7141374675e-01 -1.7671868714e+05 1.6738880214e+03 6.4831208260e+02 -3.4367234822e+00 5.6400057972e-01 -1.5366512545e+00
132914 2457657.84785 89 0.3197 2.4184321543e+05 -8.8462848944e+02 1.7810722860e+03 -2.1051095625e-01 -7.4836414450e+00 -2.4799900608e-01 -1.7086585631e+05 1.6252897807e+03 6.1370042437e+02 -3.3390322665e+00 6.5211573382e-01 -1.7275101005e+00
132915 2457657.86828 90 0.3428 2.4123239331e+05 -8.8011822048e+02 1.7799059908e+03 -2.1916811170e-01 -7.4850608468e+00 -2.7319348155e-01 -1.6102983739e+05 1.5483420422e+03 5.9691085539e+02 -3.1856574790e+00 7.6833660932e-01 -1.4988716213e+00
132916 2457657.88871 91 0.3440 2.4777196715e+05 -9.3214933300e+02 1.7612742609e+03 -1.1712189947e-01 -7.4361887147e+00 -3.6988457035e-01 -1.5808052692e+05 1.5267892151e+03 6.0513318508e+02 -3.1464369339e+00 7.3562720907e-01 -1.5046032444e+00
132917 2457657.90914 88 0.3127 2.5597239675e+05 -9.9469161151e+02 1.7613966696e+03 2.5766271715e-03 -7.4287359199e+00 -3.3501936588e-01 -1.5837838883e+05 1.5322731782e+03 6.3322859166e+02 -3.1651002575e+00 5.9225513784e-01 -1.6621774044e+00
132918 2457657.92957 90 0.3228 2.4843442663e+05 -9.4092565687e+02 1.7287387963e+03 -9.4647285436e-02 -7.3357786895e+00 -4.7263243944e-01 -1.6931859673e+05 1.6151970662e+03 6.2857337111e+02 -3.3221264615e+00 6.1169940966e-01 -1.6552341477e+00
132919 2457657.95001 90 0.3194 2.5111794571e+05 -9.5788598554e+02 1.7593793910e+03 -6.7424718268e-02 -7.4251073243e+00 -3.5197884421e-01 -1.6870452029e+05 1.6138502918e+03 6.5765557441e+02 -3.3255263921e+00 5.0769278579e-01 -1.6250826336e+00
132921 2457657.99087 89 0.3046 2.5486586048e+05 -9.8397017003e+02 1.7807973732e+03 -2.0225042822e-02 -7.4684007601e+00 -1.8784895024e-01 -1.7140457787e+05 1.6385577443e+03 6.9375169387e+02 -3.3773181801e+00 4.2481707784e-01 -1.3879836777e+00
132922 2457658.01130 89 0.3112 2.5093302886e+05 -9.5417463520e+02 1.7789827128e+03 -7.6837074814e-02 -7.4645423860e+00 -2.0065721660e-01 -1.7268295303e+05 1.6486497155e+03 6.9672547563e+02 -3.3968271271e+00 4.2023911874e-01 -1.3583514635e+00
132923 2457658.03174 90 0.3130 2.4567574046e+05 -9.1401242509e+02 1.7796530976e+03 -1.5339681397e-01 -7.4644537365e+00 -1.8836093553e-01 -1.6900621135e+05 1.6162619721e+03 6.5890665413e+02 -3.3283391855e+00 5.3737930441e-01 -1.4764349073e+00
132924 2457658.05217 89 0.3170 2.4058916766e+05 -8.7528954678e+02 1.7790946390e+03 -2.2824832264e-01 -7.4824024704e+00 -2.7551051209e-01 -1.6692091569e+05 1.5993237227e+03 6.4975054115e+02 -3.2955070884e+00 5.4737654365e-01 -1.5845469886e+00
132925 2457658.07260 91 0.3391 2.4117727792e+05 -8.8066937250e+02 1.7714488741e+03 -2.1676093555e-01 -7.4614687503e+00 -3.1093817770e-01 -1.5505647948e+05 1.5046894146e+03 6.1368960455e+02 -3.1056412184e+00 7.1164579761e-01 -1.4669273859e+00
132926 2457658.09303 91 0.3459 2.4851674733e+05 -9.3877571750e+02 1.7530515238e+03 -1.0313019177e-01 -7.4126308446e+00 -4.0388210792e-01 -1.5737222748e+05 1.5211592800e+03 6.0313783128e+02 -3.1354236762e+00 7.4057257444e-01 -1.5159831469e+00
132927 2457658.11346 86 0.3457 2.4944159852e+05 -9.4725695158e+02 1.7405460961e+03 -8.3957095280e-02 -7.3600203245e+00 -3.8215476100e-01 -1.5791392548e+05 1.5280295000e+03 6.2688554067e+02 -3.1523875462e+00 6.7371844981e-01 -1.4125233897e+00
132928 2457658.13390 89 0.3214 2.5319824594e+05 -9.7501695859e+02 1.7484209175e+03 -3.2837056547e-02 -7.3918304407e+00 -3.8916585240e-01 -1.6662630242e+05 1.5958800746e+03 6.3922300815e+02 -3.2871514858e+00 5.7923131580e-01 -1.6194419073e+00
132929 2457658.15433 89 0.3143 2.4910360375e+05 -9.3636365257e+02 1.8126120314e+03 -1.1928278127e-01 -7.6122766855e+00 -2.8403182459e-01 -1.6972718247e+05 1.6192734846e+03 6.3719007925e+02 -3.3320425214e+00 5.7356404495e-01 -1.6774713736e+00
132930 2457658.17476 89 0.3227 2.4835503244e+05 -9.3591592597e+02 1.7671825145e+03 -1.1159051893e-01 -7.4646927655e+00 -3.9465746704e-01 -1.7242731218e+05 1.6471959100e+03 7.0073198530e+02 -3.3988859488e+00 3.3748286525e-01 -1.6512979215e+00
132931 2457658.19518 80 0.3268 2.4862919243e+05 -9.3850040598e+02 1.7626553152e+03 -1.0581502566e-01 -7.4491546337e+00 -4.0251007264e-01 -1.7209604620e+05 1.6400423487e+03 6.6071815649e+02 -3.3752675085e+00 5.1016595940e-01 -1.5640207559e+00
132933 2457658.23606 90 0.3056 2.5084708411e+05 -9.5356636146e+02 1.7786133075e+03 -7.7909947575e-02 -7.4631968828e+00 -2.0098103453e-01 -1.7114480699e+05 1.6366459077e+03 6.9417917648e+02 -3.3743469386e+00 4.1368377638e-01 -1.4296435844e+00
132934 2457658.25649 90 0.3053 2.4860542194e+05 -9.3759857575e+02 1.7687365543e+03 -1.0606938291e-01 -7.4230949233e+00 -1.8982303724e-01 -1.7013238713e+05 1.6280237632e+03 6.8631089356e+02 -3.3568124729e+00 4.3281532511e-01 -1.4771140117e+00
132935 2457658.27692 90 0.3079 2.4396393030e+05 -9.0132381388e+02 1.7764864646e+03 -1.7731322560e-01 -7.4597225134e+00 -2.2021036365e-01 -1.6869673250e+05 1.6151807930e+03 6.6972092375e+02 -3.3294938755e+00 4.8249266774e-01 -1.5363172032e+00
132936 2457658.29735 90 0.3132 2.4016973804e+05 -8.7228031851e+02 1.7774635957e+03 -2.3366566108e-01 -7.4768815902e+00 -2.7845763835e-01 -1.6541475006e+05 1.5885401480e+03 6.5556350545e+02 -3.2772397285e+00 5.0858395313e-01 -1.6571110358e+00
132937 2457658.31778 89 0.3038 2.3944923115e+05 -8.6688583758e+02 1.7766982673e+03 -2.4416518397e-01 -7.4809808160e+00 -3.0870973066e-01 -1.6412668832e+05 1.5769381412e+03 6.4005760488e+02 -3.2523018853e+00 5.5781118050e-01 -1.6998074628e+00
132938 2457658.33822 90 0.3268 2.4734727422e+05 -9.2921742941e+02 1.7586117275e+03 -1.2258285290e-01 -7.4339957857e+00 -4.0458554312e-01 -1.6753882618e+05 1.6010775367e+03 6.2354718802e+02 -3.2958599862e+00 6.0125069332e-01 -1.7845286031e+00
132939 2457658.35865 90 0.3236 2.4781922458e+05 -9.3413873566e+02 1.7470690815e+03 -1.1141509697e-01 -7.4028447934e+00 -4.6072886575e-01 -1.6741590280e+05 1.6002617448e+03 6.2458199533e+02 -3.2945790326e+00 5.9661630255e-01 -1.7873064808e+00
132940 2457658.37908 90 0.3233 2.4918891759e+05 -9.4667084272e+02 1.7288057257e+03 -8.3690532852e-02 -7.3357051031e+00 -4.7131112175e-01 -1.6659182765e+05 1.5938749737e+03 6.2368965817e+02 -3.2823252346e+00 5.9802953093e-01 -1.7957068571e+00
132941 2457658.39951 89 0.3217 2.4712083182e+05 -9.3112209472e+02 1.7268298189e+03 -1.1334955534e-01 -7.3358137576e+00 -5.0446079407e-01 -1.6542359097e+05 1.5873808108e+03 6.4470492557e+02 -3.2743823631e+00 5.2087488884e-01 -1.7823535840e+00
132942 2457658.41995 90 0.3213 2.5120690454e+05 -9.5851001536e+02 1.7598507955e+03 -6.6334193408e-02 -7.4268265153e+00 -3.5163016869e-01 -1.6784762274e+05 1.6066148352e+03 6.5136715327e+02 -3.3122435110e+00 4.9954075426e-01 -1.7647527529e+00
132943 2457658.44038 88 0.3291 2.4949589688e+05 -9.4582774304e+02 1.7565315001e+03 -9.0104955422e-02 -7.4192113418e+00 -3.7350305910e-01 -1.6987620387e+05 1.6237253648e+03 6.6573816509e+02 -3.3472119520e+00 4.5833660515e-01 -1.7055777822e+00
132945 2457658.48124 89 0.3213 2.3858127763e+05 -8.6098212246e+02 1.7702963082e+03 -2.5391210018e-01 -7.4541190708e+00 -2.9842713063e-01 -1.6832239418e+05 1.6104701664e+03 6.5370496704e+02 -3.3169246123e+00 5.4456900352e-01 -1.5313643677e+00
